ID,Gender,EthnicGroup,ParentEduc,,TestPrep,ParentMaritalStatus,PracticeSport,WklyStudyHours,MathScore,MathGrade,ReadingScore,ReadingGrade,WritingScore,WritingGrade,OverallGrade
769,male,group D,master's degree,,completed,divorced,never,> 10,86,B,93,A,90,A,B
770,female,group D,bachelor's degree,,completed,married,sometimes,10-May,64,D,82,B,78,C,C
771,male,group E,some college,,completed,single,never,10-May,97,A,83,B,85,B,B
772,male,group D,some high school,,none,single,sometimes,> 10,60,D,56,E,51,F,F
773,female,group C,bachelor's degree,,,divorced,sometimes,10-May,46,F,65,D,58,E,F
774,female,group B,associate's degree,,none,married,regularly,> 10,68,D,67,D,66,D,D
775,female,group C,some high school,,completed,married,sometimes,10-May,56,E,65,D,69,D,D
776,male,group C,some college,,none,married,regularly,< 5,78,C,84,B,76,C,C
777,male,group C,bachelor's degree,,completed,single,sometimes,10-May,76,C,76,C,79,C,C
778,male,group C,associate's degree,,completed,single,sometimes,10-May,85,B,77,C,80,B,B
780,female,group C,master's degree,,completed,married,regularly,10-May,86,B,98,A,100,A,A
781,female,group C,bachelor's degree,,none,married,regularly,< 5,68,D,65,D,72,C,D
782,female,group B,associate's degree,,,married,sometimes,10-May,79,C,90,A,86,B,B
783,female,group D,high school,,none,married,sometimes,< 5,50,F,60,D,57,E,F
784,male,group D,associate's degree,,none,married,never,10-May,80,B,88,B,84,B,B
785,female,group C,high school,,none,single,sometimes,10-May,76,C,89,B,86,B,B
786,female,group D,some high school,,none,married,sometimes,10-May,34,F,41,F,45,F,F
787,male,group A,high school,,none,married,sometimes,> 10,58,E,58,E,55,E,F
788,male,group B,associate's degree,,completed,married,regularly,10-May,71,C,69,D,69,D,D
791,female,group D,some college,,none,married,sometimes,10-May,58,E,53,F,59,E,F
792,male,group D,associate's degree,,,single,regularly,10-May,70,C,63,D,62,D,D
793,male,group A,associate's degree,,none,single,never,,60,D,59,E,55,E,F
795,male,group B,master's degree,,none,married,sometimes,< 5,90,A,81,B,75,C,B
796,female,group C,high school,,none,single,sometimes,< 5,36,F,49,F,47,F,F
797,female,,,,completed,single,regularly,< 5,55,E,71,C,72,C,D
798,female,group C,some college,,completed,divorced,never,,76,C,83,B,80,B,C
799,male,group E,some high school,,none,married,sometimes,10-May,69,D,67,D,63,D,D
800,male,group C,associate's degree,,none,married,never,< 5,54,F,54,F,47,F,F
801,female,group D,master's degree,,none,married,sometimes,10-May,57,E,73,C,74,C,D
802,male,group B,high school,,none,single,regularly,> 10,64,D,59,E,55,E,F
803,male,group B,some high school,,none,married,never,,78,C,87,B,75,C,B
804,female,group E,some college,,completed,married,regularly,> 10,59,E,56,E,57,E,F
805,female,group D,associate's degree,,completed,married,sometimes,10-May,79,C,94,A,89,B,B
806,male,group B,some high school,,completed,single,regularly,10-May,77,C,77,C,79,C,C
807,female,group C,associate's degree,,none,married,sometimes,10-May,78,C,95,A,93,A,B
808,male,group D,associate's degree,,none,married,regularly,> 10,81,B,76,C,78,C,C
809,female,group D,high school,,completed,married,sometimes,10-May,61,D,65,D,71,C,D
810,female,group C,some high school,,completed,married,sometimes,10-May,57,E,76,C,80,B,C
811,female,group C,some college,,none,single,regularly,10-May,37,F,48,F,37,F,F
813,female,group A,bachelor's degree,,none,,,> 10,42,F,57,E,55,E,F
815,female,,high school,,none,single,sometimes,10-May,48,F,57,E,60,D,F
816,female,group A,some high school,,none,widowed,regularly,< 5,68,D,73,C,76,C,C
817,male,group B,some high school,,none,married,sometimes,< 5,67,D,69,D,65,D,D
818,male,group B,master's degree,,,divorced,regularly,10-May,75,C,80,B,76,C,C
819,male,group C,some college,,none,single,regularly,> 10,82,B,66,D,69,D,C
820,female,group D,,,none,married,sometimes,10-May,54,F,54,F,57,E,F
821,female,group B,high school,,none,married,regularly,< 5,30,F,46,F,38,F,F
822,female,group D,associate's degree,,none,married,sometimes,< 5,36,F,64,D,57,E,F
823,male,group B,some college,,none,married,sometimes,< 5,39,F,43,F,41,F,F
824,female,group B,some college,,none,married,regularly,10-May,70,C,78,C,80,B,C
825,female,group C,associate's degree,,none,single,regularly,10-May,86,B,76,C,79,C,B
826,male,group D,associate's degree,,none,single,sometimes,10-May,52,F,52,F,47,F,F
827,male,group A,master's degree,,none,married,regularly,10-May,49,F,56,E,53,F,F
828,female,group C,some high school,,completed,single,sometimes,10-May,45,F,43,F,54,F,F
829,male,group C,some college,,none,married,sometimes,10-May,65,D,63,D,55,E,D
830,female,group C,some college,,,single,,10-May,72,C,71,C,72,C,C
831,female,group A,associate's degree,,completed,married,regularly,10-May,55,E,65,D,68,D,D
832,female,group B,associate's degree,,completed,married,regularly,< 5,58,E,70,C,74,C,D
833,female,group C,associate's degree,,none,divorced,never,10-May,76,C,87,B,82,B,B
834,female,group E,some high school,,completed,married,sometimes,10-May,82,B,86,B,81,B,B
835,female,group D,some college,,none,divorced,never,< 5,44,F,65,D,57,E,F
836,female,group B,high school,,completed,married,never,< 5,61,D,77,C,74,C,C
837,male,group A,associate's degree,,completed,married,never,10-May,83,B,81,B,76,C,B
838,female,group D,some high school,,none,married,regularly,10-May,63,D,62,D,66,D,D
839,female,group B,bachelor's degree,,none,married,never,< 5,58,E,69,D,65,D,D
840,male,group C,bachelor's degree,,none,married,regularly,10-May,59,E,46,F,47,F,F
841,female,group E,high school,,none,married,sometimes,> 10,93,A,100,A,96,A,A
842,female,group D,master's degree,,completed,divorced,sometimes,,98,A,99,A,100,A,A
843,female,group D,some high school,,completed,married,sometimes,10-May,56,E,62,D,64,D,D
844,male,group C,associate's degree,,none,divorced,sometimes,< 5,66,D,66,D,62,D,D
845,female,group B,some high school,,completed,,sometimes,< 5,65,D,81,B,76,C,C
846,male,group D,some high school,,,married,sometimes,< 5,82,B,73,C,81,B,C
847,male,group D,associate's degree,,none,married,never,< 5,67,D,71,C,69,D,D
848,female,group A,master's degree,,none,married,sometimes,> 10,60,D,63,D,56,E,F
849,male,group E,high school,,none,single,sometimes,10-May,69,D,64,D,62,D,D
850,male,group B,some high school,,none,married,,10-May,62,D,60,D,54,F,F
852,female,group C,some college,,completed,single,sometimes,< 5,51,F,72,C,71,C,D
853,female,group B,some college,,completed,married,never,< 5,78,C,84,B,90,A,B
854,male,group D,bachelor's degree,,completed,married,sometimes,10-May,76,C,54,F,64,D,D
855,male,group E,some high school,,,married,sometimes,> 10,72,C,71,C,65,D,D
856,female,group C,associate's degree,,none,single,regularly,< 5,77,C,86,B,88,B,B
859,female,group E,some college,,none,married,regularly,10-May,76,C,82,B,80,B,C
860,male,group D,bachelor's degree,,none,married,never,> 10,89,B,89,B,96,A,A
861,female,group B,,,completed,divorced,regularly,< 5,84,B,97,A,98,A,A
862,male,group C,some college,,none,married,sometimes,10-May,71,C,71,C,68,D,C
863,female,,some college,,completed,single,never,10-May,68,D,77,C,79,C,C
864,female,group C,high school,,completed,married,regularly,10-May,59,E,80,B,77,C,C
865,male,group D,associate's degree,,none,married,sometimes,> 10,67,D,54,F,55,E,F
866,female,group B,associate's degree,,completed,widowed,sometimes,10-May,64,D,83,B,81,B,C
867,male,group B,high school,,none,married,regularly,10-May,75,C,74,C,69,D,C
868,male,group C,master's degree,,none,married,sometimes,10-May,69,D,66,D,67,D,D
869,male,group D,high school,,none,married,regularly,< 5,83,B,68,D,63,D,C
871,female,group E,high school,,none,married,regularly,< 5,85,B,93,A,89,B,B
872,male,group C,,,none,married,never,10-May,73,C,70,C,62,D,D
873,male,group C,some high school,,completed,married,regularly,10-May,96,A,87,B,83,B,B
874,female,group D,some college,,none,married,regularly,> 10,75,C,79,C,83,B,C
875,male,group A,some high school,,none,divorced,regularly,> 10,56,E,45,F,44,F,F
876,female,group D,associate's degree,,none,married,sometimes,10-May,52,F,65,D,66,D,D
877,male,group D,some high school,,none,widowed,sometimes,10-May,52,F,44,F,50,F,F
879,male,,associate's degree,,,married,never,> 10,72,C,74,C,71,C,C
880,female,group E,high school,,none,divorced,never,10-May,90,A,93,A,88,B,A
881,female,group B,some college,,completed,married,sometimes,10-May,89,B,92,A,95,A,A
882,female,group C,some high school,,none,married,sometimes,10-May,68,D,73,C,73,C,C
883,female,group D,,,completed,single,never,10-May,83,B,94,A,92,A,B
884,male,group E,bachelor's degree,,none,single,regularly,10-May,83,B,77,C,71,C,C
885,female,group C,high school,,none,single,sometimes,10-May,75,C,88,B,84,B,B
886,male,group D,some high school,,completed,married,sometimes,10-May,48,F,46,F,48,F,F
887,male,group C,some college,,,married,sometimes,10-May,58,E,63,D,61,D,D
888,male,group D,bachelor's degree,,completed,married,sometimes,10-May,94,A,95,A,98,A,A
889,female,group E,some high school,,none,married,sometimes,10-May,71,C,82,B,77,C,C
890,male,group D,some college,,completed,divorced,regularly,< 5,80,B,65,D,79,C,C
892,male,group C,some high school,,completed,married,sometimes,10-May,77,C,76,C,77,C,C
893,female,group B,associate's degree,,none,married,regularly,< 5,72,C,82,B,80,B,C
894,female,group E,high school,,completed,single,sometimes,10-May,65,D,75,C,81,B,C
895,female,,some high school,,completed,married,sometimes,10-May,65,D,82,B,86,B,C
896,male,group E,associate's degree,,none,married,regularly,> 10,89,B,72,C,71,C,C
897,male,group B,some college,,none,single,sometimes,10-May,75,C,64,D,63,D,D
898,male,group C,high school,,none,married,regularly,> 10,54,F,56,E,56,E,F
899,female,group B,some college,,,married,sometimes,< 5,54,F,65,D,64,D,D
900,male,group C,some college,,none,married,sometimes,> 10,70,C,73,C,67,D,C
901,male,,some high school,,none,married,,10-May,98,A,83,B,82,B,B
902,female,group C,some high school,,none,married,sometimes,10-May,68,D,83,B,75,C,C
903,female,group D,some high school,,none,married,never,< 5,78,C,74,C,80,B,C
904,male,group B,associate's degree,,none,married,sometimes,< 5,71,C,76,C,63,D,C
905,male,group C,some college,,none,widowed,never,,40,F,45,F,41,F,F
906,male,group C,some high school,,none,married,never,> 10,69,D,66,D,64,D,D
907,male,group B,bachelor's degree,,none,single,sometimes,10-May,65,D,70,C,65,D,D
908,female,group D,some high school,,none,married,sometimes,10-May,75,C,62,D,69,D,D
909,male,group C,associate's degree,,completed,married,regularly,> 10,82,B,75,C,75,C,C
910,female,group C,master's degree,,none,divorced,sometimes,< 5,78,C,92,A,89,B,B
911,female,group D,some college,,none,married,regularly,10-May,69,D,72,C,72,C,C
912,male,group D,some high school,,none,married,sometimes,< 5,64,D,65,D,60,D,D
913,female,group D,some college,,none,married,regularly,< 5,53,F,55,E,57,E,F
914,female,group B,some college,,none,married,sometimes,10-May,61,D,67,D,65,D,D
915,female,group C,associate's degree,,none,divorced,sometimes,10-May,47,F,56,E,61,D,F
916,female,group B,associate's degree,,completed,married,regularly,< 5,85,B,88,B,98,A,A
917,male,group C,some high school,,none,divorced,sometimes,10-May,60,D,58,E,52,F,F
918,male,group E,associate's degree,,none,married,sometimes,10-May,85,B,82,B,67,D,C
919,male,group B,some college,,completed,divorced,regularly,< 5,63,D,69,D,68,D,D
920,male,,high school,,completed,married,regularly,< 5,76,C,73,C,72,C,C
921,male,group A,high school,,none,single,sometimes,< 5,43,F,43,F,40,F,F
922,female,group D,high school,,completed,single,never,> 10,53,F,71,C,77,C,D
923,male,group D,some college,,none,married,sometimes,10-May,71,C,65,D,61,D,D
924,female,,,,none,married,regularly,< 5,60,D,75,C,68,D,D
925,female,group C,some high school,,completed,married,sometimes,,53,F,57,E,64,D,F
926,male,,bachelor's degree,,none,married,sometimes,> 10,50,F,54,F,49,F,F
927,female,group C,some high school,,none,single,never,> 10,52,F,62,D,58,E,F
928,male,,associate's degree,,completed,married,regularly,10-May,52,F,66,D,68,D,D
929,male,group C,some college,,completed,married,sometimes,< 5,78,C,75,C,75,C,C
930,female,group C,,,none,divorced,never,10-May,35,F,54,F,51,F,F
931,male,group C,high school,,completed,married,sometimes,< 5,57,E,50,F,51,F,F
932,male,group C,,,none,married,sometimes,10-May,68,D,65,D,66,D,D
933,male,group D,some college,,none,single,regularly,10-May,48,F,55,E,56,E,F
934,male,group C,high school,,completed,divorced,,10-May,70,C,75,C,74,C,C
935,male,group C,master's degree,,none,married,sometimes,< 5,64,D,60,D,54,F,F
936,female,group E,high school,,none,married,regularly,> 10,73,C,73,C,65,D,C
937,male,group B,some high school,,completed,single,sometimes,< 5,60,D,54,F,50,F,F
938,female,group A,some college,,,married,sometimes,> 10,61,D,66,D,70,C,D
939,female,group C,some high school,,none,divorced,regularly,10-May,53,F,58,E,64,D,F
940,male,group B,some high school,,completed,single,sometimes,< 5,81,B,82,B,77,C,B
941,female,group C,associate's degree,,none,married,sometimes,10-May,55,E,72,C,66,D,D
942,male,group B,high school,,none,married,never,10-May,53,F,60,D,51,F,F
943,male,group C,master's degree,,none,divorced,sometimes,> 10,68,D,64,D,59,E,D
944,male,group C,bachelor's degree,,completed,married,regularly,< 5,81,B,78,C,79,C,C
945,female,group D,associate's degree,,,divorced,sometimes,10-May,76,C,85,B,79,C,B
946,female,group C,some college,,none,single,sometimes,< 5,31,F,40,F,42,F,F
947,female,group B,high school,,completed,married,regularly,10-May,90,A,97,A,94,A,A
948,female,group B,master's degree,,completed,married,regularly,< 5,36,F,65,D,64,D,F
950,female,group B,some college,,none,married,sometimes,10-May,62,D,74,C,69,D,D
951,male,group E,some high school,,completed,married,sometimes,10-May,60,D,60,D,60,D,D
952,male,group B,some high school,,completed,married,never,10-May,68,D,60,D,63,D,D
953,female,group B,high school,,none,divorced,sometimes,> 10,85,B,98,A,94,A,A
954,male,group B,associate's degree,,none,married,sometimes,> 10,49,F,55,E,52,F,F
955,male,group B,,,,divorced,regularly,< 5,65,D,59,E,61,D,D
956,male,group B,some college,,none,divorced,never,> 10,55,E,55,E,51,F,F
957,male,group B,master's degree,,,divorced,never,10-May,73,C,66,D,65,D,D
958,female,group B,some college,,completed,,sometimes,10-May,91,A,100,A,100,A,A
959,female,group E,some college,,none,single,regularly,10-May,64,D,68,D,60,D,D
960,male,group D,associate's degree,,completed,single,regularly,< 5,55,E,47,F,52,F,F
961,male,group B,high school,,none,single,sometimes,10-May,58,E,57,E,51,F,F
962,female,group E,high school,,none,divorced,sometimes,10-May,46,F,50,F,49,F,F
963,male,group C,,,none,single,never,< 5,81,B,74,C,73,C,C
964,female,group C,some college,,none,divorced,sometimes,< 5,62,D,67,D,67,D,D
965,female,group C,some high school,,completed,single,regularly,> 10,83,B,83,B,88,B,B
966,male,group C,some college,,none,married,regularly,10-May,69,D,61,D,63,D,D
967,female,group C,associate's degree,,none,married,sometimes,< 5,67,D,69,D,70,C,D
969,female,group C,high school,,none,married,sometimes,10-May,63,D,77,C,70,C,C
970,male,group D,high school,,none,divorced,regularly,10-May,62,D,56,E,57,E,F
971,male,group B,associate's degree,,completed,single,regularly,10-May,69,D,65,D,71,C,D
972,male,group D,,,completed,married,regularly,10-May,65,D,74,C,74,C,C
974,male,group C,some high school,,completed,,sometimes,10-May,45,F,46,F,47,F,F
975,male,group D,some high school,,none,single,never,10-May,55,E,46,F,48,F,F
976,male,group D,some college,,completed,,sometimes,< 5,67,D,78,C,73,C,C
977,female,group D,high school,,completed,divorced,regularly,< 5,45,F,44,F,50,F,F
978,male,,some high school,,completed,single,sometimes,> 10,49,F,49,F,44,F,F
979,female,group B,bachelor's degree,,none,married,never,,67,D,79,C,79,C,C
980,female,group C,associate's degree,,none,married,regularly,< 5,67,D,84,B,81,B,C
981,female,group E,bachelor's degree,,none,single,regularly,10-May,62,D,78,C,77,C,C
982,female,group D,associate's degree,,completed,single,regularly,< 5,60,D,84,B,82,B,C
983,male,group C,associate's degree,,,married,sometimes,> 10,58,E,55,E,53,F,F
984,male,group D,bachelor's degree,,none,divorced,regularly,< 5,59,E,52,F,59,E,F
985,female,group E,high school,,none,single,regularly,10-May,83,B,85,B,88,B,B
986,female,group D,some high school,,none,married,sometimes,< 5,49,F,57,E,54,F,F
